Month,Transaction,Smartcard.Type,Action.Reason,Number.of.transactions
2015-03,Replace Smartcard,Industry Authority Card,Managers Approval,13
2015-03,Replace Smartcard,Driver Licence Card,Damaged,51
2015-03,Replace Smartcard,Driver Licence Card,Destroyed,73
2015-04,Replace Smartcard,Driver Licence Card,Condition Change,2042
2015-04,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,8
2015-04,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,47
2015-05,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1279
2015-05,Replace Smartcard,Driver Licence Card,Change Customer Details,2076
2015-05,Replace Smartcard,Driver Licence Card,Lost,3486
2015-05,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2015-05,Replace Smartcard,Industry Authority Card,Managers Approval,12
2015-06,Replace Smartcard,Driver Licence Card,Faulty,129
2015-06,Replace Smartcard,Photo Identification Card,Destroyed,7
2015-05,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2015-06,Replace Smartcard,Marine Licence Ind Card,Managers Approval,2
2021-01,Replace Smartcard,Industry Authority Card,Condition Change,4
2021-01,Replace Smartcard,Marine Licence Ind Card,Damaged,1
2021-01,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2015-07,Replace Smartcard,Driver Licence Card,Lost,4229
2015-07,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1318
2015-07,Replace Smartcard,Photo Identification Card,Lost,570
2015-07,Replace Smartcard,Photo Identification Card,Change Customer Details,189
2015-07,Replace Smartcard,Photo Identification Card,Damaged,29
2015-07,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2015-07,Replace Smartcard,Industry Authority Card,Condition Change,2
2021-02,Replace Smartcard,Driver Licence Card,Damaged,28
2021-02,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,171
2021-02,Replace Smartcard,Industry Authority Card,Condition Change,5
2021-02,Replace Smartcard,Industry Authority Card,Managers Approval,26
2015-08,Replace Smartcard,Driver Licence Card,Stolen,1029
2015-08,Replace Smartcard,Industry Authority Card,Lost,37
2015-07,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2015-08,Replace Smartcard,Photo Identification Card,Faulty,6
2015-08,Replace Smartcard,Marine Licence Ind Card,Managers Approval,7
2021-03,Replace Smartcard,Driver Licence Card,Managers Approval,180
2021-03,Replace Smartcard,Industry Authority Card,Condition Change,11
2021-03,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,23
2021-03,Replace Smartcard,Marine Licence Ind Card,Managers Approval,5
2015-08,Replace Smartcard,Photo Identification Card,Managers Approval,21
2015-08,Replace Smartcard,Industry Authority Card,Destroyed,1
2015-09,Replace Smartcard,Driver Licence Card,Lost,3898
2015-09,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,5
2015-09,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,8
2015-09,Replace Smartcard,Industry Authority Card,Faulty,2
2015-10,Replace Smartcard,Driver Licence Card,Managers Approval,391
2015-10,Replace Smartcard,Industry Authority Card,Condition Change,7
2015-09,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,3
2015-09,Replace Smartcard,Marine Licence Ind Card,Damaged,1
2021-04,Replace Smartcard,Driver Licence Card,Change Customer Details,1852
2021-04,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,14
2021-04,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,26
2021-04,Replace Smartcard,Industry Authority Card,Condition Change,4
2021-05,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,91
2021-05,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,52
2021-05,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,78
2021-05,Replace Smartcard,Industry Authority Card,Lost,28
2021-05,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2021-05,Replace Smartcard,Marine Licence Ind Card,Stolen,2
2015-11,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,3
2015-12,Replace Smartcard,Industry Authority Card,Condition Change,4
2021-06,Replace Smartcard,Photo Identification Card,Lost,616
2021-06,Replace Smartcard,Photo Identification Card,Expired,58
2021-06,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,66
2021-06,Replace Smartcard,Industry Authority Card,Change Customer Details,18
2021-06,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2015-12,Replace Smartcard,Photo Identification Card,Destroyed,6
2015-12,Replace Smartcard,Photo Identification Card,Damaged,15
2015-12,Replace Smartcard,Marine Licence Ind Card,Managers Approval,9
2015-12,Replace Smartcard,Photo Identification Card,Merged,3
2015-12,Replace Smartcard,Industry Authority Card,Destroyed,1
2015-12,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2021-07,Replace Smartcard,Photo Identification Card,Change Customer Details,203
2021-07,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,30
2021-07,Replace Smartcard,Industry Authority Card,Change Customer Details,34
2021-07,Replace Smartcard,Industry Authority Card,Condition Change,8
2021-07,Replace Smartcard,Driver Licence Card,Merged,20
2016-01,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,6
2016-01,Replace Smartcard,Driver Licence Card,Managers Approval,376
2016-01,Replace Smartcard,Photo Identification Card,Stolen,69
2016-01,Replace Smartcard,Driver Licence Card,Faulty,114
2016-01,Replace Smartcard,Photo Identification Card,Change Customer Details,159
2016-01,Replace Smartcard,Industry Authority Card,Managers Approval,17
2016-01,Replace Smartcard,Driver Licence Card,Damaged,73
2016-01,Replace Smartcard,Photo Identification Card,Destroyed,10
2016-01,Replace Smartcard,Marine Licence Ind Card,Lost,5
2016-01,Replace Smartcard,Industry Authority Card,Faulty,1
2016-02,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,32
2016-02,Replace Smartcard,Photo Identification Card,Damaged,27
2021-08,Replace Smartcard,Driver Licence Card,Stolen,1160
2021-08,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,22
2021-08,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,50
2021-08,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,10
2021-08,Replace Smartcard,Industry Authority Card,Condition Change,12
2021-08,Replace Smartcard,Photo Identification Card,Managers Approval,31
2021-09,Replace Smartcard,Driver Licence Card,Change Customer Details,2376
2021-09,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1355
2021-09,Replace Smartcard,Driver Licence Card,Managers Approval,205
2021-09,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,23
2021-08,Replace Smartcard,Marine Licence Ind Card,Condition Change,5
2021-09,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,84
2021-08,Replace Smartcard,Industry Authority Card,Merged,2
2021-09,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,32
2021-09,Replace Smartcard,Industry Authority Card,Managers Approval,9
2021-09,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2016-03,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1358
2016-03,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,19
2016-03,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,23
2016-03,Replace Smartcard,Industry Authority Card,Lost,29
2016-03,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,9
2016-03,Replace Smartcard,Photo Identification Card,Expired,4
2021-10,Replace Smartcard,Driver Licence Card,Condition Change,3516
2021-10,Replace Smartcard,Photo Identification Card,Expired,108
2021-10,Replace Smartcard,Photo Identification Card,Managers Approval,20
2021-10,Replace Smartcard,Industry Authority Card,Lost,20
2021-10,Replace Smartcard,Industry Authority Card,Change Customer Details,29
2016-03,Replace Smartcard,Driver Licence Card,Merged,2
2016-04,Replace Smartcard,Photo Identification Card,Change Customer Details,152
2016-04,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,15
2016-04,Replace Smartcard,Photo Identification Card,Managers Approval,24
2016-04,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,25
2016-04,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,15
2016-04,Replace Smartcard,Marine Licence Ind Card,Damaged,1
2016-04,Replace Smartcard,Photo Identification Card,Expired,3
2016-04,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2021-11,Replace Smartcard,Photo Identification Card,Lost,689
2021-11,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,24
2021-11,Replace Smartcard,Photo Identification Card,Damaged,26
2021-11,Replace Smartcard,Marine Licence Ind Card,Stolen,3
2021-11,Replace Smartcard,Marine Licence Ind Card,Expired,3
2016-05,Replace Smartcard,Driver Licence Card,Managers Approval,304
2016-05,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,5
2016-05,Replace Smartcard,Driver Licence Card,Faulty,79
2016-05,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2016-05,Replace Smartcard,Marine Licence Ind Card,Destroyed,2
2016-05,Replace Smartcard,Industry Authority Card,Condition Change,10
2016-05,Replace Smartcard,Photo Identification Card,Merged,2
2016-05,Replace Smartcard,Industry Authority Card,Facial Image Is Not A True Likeness,1
2016-06,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,153
2016-06,Replace Smartcard,Photo Identification Card,Managers Approval,30
2016-06,Replace Smartcard,Photo Identification Card,Stolen,94
2016-06,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,7
2021-12,Replace Smartcard,Driver Licence Card,Change Customer Details,2127
2021-12,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,36
2021-12,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,60
2021-12,Replace Smartcard,Driver Licence Card,Merged,8
2022-01,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2022-01,Replace Smartcard,Photo Identification Card,Stolen,63
2022-01,Replace Smartcard,Industry Authority Card,Stolen,4
2021-12,Replace Smartcard,Photo Identification Card,Destroyed,7
2016-07,Replace Smartcard,Driver Licence Card,Change Customer Details,2127
2016-07,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,25
2016-07,Replace Smartcard,Photo Identification Card,Destroyed,10
2016-07,Replace Smartcard,Industry Authority Card,Stolen,14
2016-07,Replace Smartcard,Marine Licence Ind Card,Managers Approval,4
2022-02,Replace Smartcard,Driver Licence Card,Stolen,1238
2022-02,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,4
2022-02,Replace Smartcard,Photo Identification Card,Change Customer Details,162
2022-02,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,26
2022-02,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,19
2022-02,Replace Smartcard,Driver Licence Card,Disaster Relief,4
2022-02,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,25
2022-02,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,10
2022-02,Replace Smartcard,Photo Identification Card,Merged,3
2016-08,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,130
2016-08,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,29
2016-08,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,19
2016-08,Replace Smartcard,Marine Licence Ind Card,Managers Approval,6
2016-09,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1325
2016-08,Replace Smartcard,Photo Identification Card,Merged,3
2016-09,Replace Smartcard,Industry Authority Card,Managers Approval,9
2016-09,Replace Smartcard,Marine Licence Ind Card,Managers Approval,10
2022-03,Replace Smartcard,Driver Licence Card,Lost,6719
2022-03,Replace Smartcard,Driver Licence Card,Managers Approval,234
2022-03,Replace Smartcard,Driver Licence Card,Destroyed,283
2022-03,Replace Smartcard,Driver Licence Card,Damaged,34
2022-03,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,34
2022-03,Replace Smartcard,Photo Identification Card,Damaged,20
2016-09,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,59
2016-10,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2016-10,Replace Smartcard,Driver Licence Card,Damaged,56
2016-10,Replace Smartcard,Industry Authority Card,Destroyed,1
2016-11,Replace Smartcard,Driver Licence Card,Destroyed,130
2016-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,138
2016-11,Replace Smartcard,Photo Identification Card,Destroyed,7
2016-11,Replace Smartcard,Marine Licence Ind Card,Lost,6
2016-11,Replace Smartcard,Photo Identification Card,Expired,10
2016-12,Replace Smartcard,Photo Identification Card,Lost,444
2016-12,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,25
2016-12,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2017-01,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,10
2017-01,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2017-02,Replace Smartcard,Industry Authority Card,Lost,38
2017-02,Replace Smartcard,Industry Authority Card,Change Customer Details,38
2017-02,Replace Smartcard,Marine Licence Ind Card,Stolen,3
2017-03,Replace Smartcard,Photo Identification Card,Stolen,73
2017-03,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,41
2017-03,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,58
2017-03,Replace Smartcard,Photo Identification Card,Faulty,7
2017-03,Replace Smartcard,Photo Identification Card,Destroyed,13
2017-03,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,2
2017-03,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2017-05,Replace Smartcard,Driver Licence Card,Stolen,1075
2017-05,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,19
2017-05,Replace Smartcard,Photo Identification Card,Stolen,67
2017-04,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,29
2017-05,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,35
2017-05,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,23
2017-04,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,8
2017-04,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2017-06,Replace Smartcard,Driver Licence Card,Destroyed,97
2017-07,Replace Smartcard,Driver Licence Card,Change Customer Details,1960
2017-07,Replace Smartcard,Photo Identification Card,Change Customer Details,183
2017-07,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,31
2017-07,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2017-08,Replace Smartcard,Driver Licence Card,Lost,4586
2017-08,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1500
2017-08,Replace Smartcard,Driver Licence Card,Faulty,39
2017-08,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,5
2017-09,Replace Smartcard,Photo Identification Card,Lost,553
2017-09,Replace Smartcard,Driver Licence Card,Faulty,47
2017-09,Replace Smartcard,Photo Identification Card,Stolen,73
2017-09,Replace Smartcard,Driver Licence Card,Damaged,44
2017-09,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,25
2017-10,Replace Smartcard,Photo Identification Card,Change Customer Details,205
2017-10,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,22
2017-10,Replace Smartcard,Industry Authority Card,Destroyed,1
2017-10,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2017-11,Replace Smartcard,Driver Licence Card,Stolen,1175
2017-11,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,35
2017-11,Replace Smartcard,Photo Identification Card,Damaged,39
2017-11,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,23
2017-11,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,106
2017-11,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,9
